name,price,type,efficiency,wattage,modular,color
Azza PSAZ-850PT14,,ATX,platinum,850,Semi,
Cougar CougarA500,,ATX,bronze,500,false,
Segotep GM,,ATX,gold,1000,Full,Black
Cooler Master V Gold,,ATX,gold,750,Full,Black
SeaSonic SS-350TGM Retail,,TFX,gold,350,Full,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,750,Full,Black
Rosewill LEPTON 600,,ATX,gold,600,Semi,Black
Thermaltake Toughpower Grand,,ATX,gold,850,Full,
SeaSonic Platinum,,ATX,platinum,1200,Full,
RIOTORO ONYX 650,,ATX,bronze,650,Semi,
XFX TS,,ATX,gold,750,false,
Tacens AP II,,ATX,,500,false,Black / Green
Cougar GX-F,,ATX,gold,550,Full,Black / Orange
FSP Group AURUM 92+,,ATX,platinum,550,Semi,
XFX ProSeries,,ATX,silver,850,Semi,
SeaSonic S12G,,ATX,gold,550,false,
XFX ProSeries,,ATX,silver,750,Semi,
Antec Earthwatts Green,,ATX,bronze,750,false,
LC-Power LC1200 V2.4,,ATX,platinum,1200,Full,Black
Silverstone Strider,,ATX,silver,600,Full,
Rosewill ARC 550,,ATX,bronze,550,false,
EVGA W3,105.99,ATX,plus,500,false,Black
Azza PSAZ-700A14,,ATX,bronze,700,false,
SeaSonic PRIME Gold,,ATX,gold,1200,Full,
Antec True Power,,ATX,gold,550,false,
FSP Group SFX Pro,,SFX,bronze,350,false,Black
Super Flower SF-1000F14MP White,,ATX,platinum,1000,Full,
Super Flower SF-1200F14MP White,,ATX,platinum,1200,Full,
Corsair VS350,,ATX,,350,false,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,850,Full,
Enermax MarbleBron RGB,,ATX,bronze,850,Semi,White
SeaSonic PRIME Ultra Platinum 850,359.99,ATX,platinum,850,Full,Black
FSP Group FSP300-60LG-5K,153.74,Flex ATX,bronze,300,false,
Enermax MarbleBron RGB,,ATX,bronze,850,Semi,Black
Antec VP,,ATX,,600,false,
Corsair GS500,,ATX,plus,500,false,
BitFenix Formula Gold 550,,ATX,gold,550,false,
LC-Power LC6550 V2.3,,ATX,bronze,550,false,Black
ADATA XPG KYBER,,ATX,gold,650,false,Black
Enermax REVOLUTION X't,,ATX,gold,630,Semi,
Ultra X4,,ATX,bronze,750,Full,
XFX XTR,,ATX,gold,650,Full,
be quiet! Pure Power 10,,ATX,silver,400,false,
Silverstone Strider,,ATX,bronze,600,Full,
SeaSonic X,,ATX,gold,750,Full,
Zalman ZM1000-HP,,ATX,plus,1000,Full,
Cougar POLAR X2,,ATX,platinum,1050,Full,White / Gray
PC Power & Cooling Silencer MK III,,ATX,bronze,600,Semi,
Rosewill Capstone,,ATX,gold,450,false,
Cougar VTE X2,,ATX,plus,700,false,Black
Enermax TRIATHLOR,,ATX,bronze,550,Semi,
Zalman 1250 Platinum,,ATX,platinum,1250,Semi,
NZXT HALE82,,ATX,bronze,650,Semi,
LEPA G,,ATX,gold,1600,Full,
In Win IP-S300FF1-0,63,TFX,plus,300,false,
XFX ProSeries,,ATX,gold,1050,Full,
Enermax EMG800EWT,,ATX,gold,800,Full,
Enermax EPR525AWT_II,,ATX,bronze,525,false,
Sparkle SPI460PFB2-MC2,,ATX,plus,460,false,
Rosewill Green,,ATX,plus,630,false,
Rosewill Green,,ATX,bronze,700,false,
Rosewill RP600V2-S-SL,,ATX,,600,false,
SeaSonic SSP-350SE,,ATX,bronze,350,false,
Thermaltake Toughpower XT,,ATX,bronze,575,Full,
Zalman ZM770-XT,,ATX,bronze,770,Full,
Enermax NAXN ADV.,,ATX,bronze,550,false,
Enermax EPM600AWT,,ATX,platinum,600,Semi,
CoolMax ZX-700,,ATX,plus,700,false,
SeaSonic M12II 850 EVO,,ATX,bronze,850,Full,Black
be quiet! Dark Power Pro 10,,ATX,gold,1000,Semi,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,1000,Full,
SeaSonic CORE GX-650,,ATX,gold,650,Full,Black
XFX XT,,ATX,bronze,600,false,
XFX TS,,ATX,bronze,430,false,
Raidmax Scorpio,,ATX,bronze,735,Semi,
Gigabyte Odin GT 800,,ATX,plus,800,Semi,Black
iTek GF EVO,,ATX,gold,1000,Full,Black
GAMDIAS ASTRAPE P1 G,,ATX,gold,650,Full,Black / Multicolor
Cooler Master Silent Pro M2,,ATX,bronze,620,Semi,
Rosewill LEPTON,,ATX,gold,500,Semi,Black
SeaSonic PRIME Platinum,,ATX,platinum,750,Full,
RIOTORO ENIGMA G2,,ATX,gold,650,Full,Black / Yellow
RIOTORO ENIGMA G2,,ATX,gold,850,Full,Black / Yellow
Cougar VTX,,ATX,bronze,700,false,
Cooler Master V Semi-Modular,,ATX,gold,750,Semi,
FSP Group Raider 450,,ATX,bronze,450,false,
Rosewill HERCULES-1600S,,ATX,gold,1600,Semi,
Replace Power RP-TFX-420W,,TFX,,420,false,
Rosewill Lightning,,ATX,gold,1000,Semi,
OCZ ZX,,ATX,gold,850,Semi,
Enermax ENP450AST,,ATX,,450,false,
Antec High Current Gamer,,ATX,bronze,520,false,
SeaSonic X,,ATX,gold,760,Full,
Raidmax RX-500AF,,ATX,bronze,500,false,
Anima APII500,,ATX,,500,false,Black / Green
EVGA SuperNOVA 1000 PQ,,ATX,platinum,1000,Semi,Black
Cooler Master Hyper White,,ATX,plus,500,false,Black
Rosewill G650,,ATX,gold,650,Semi,
SeaSonic Platinum,,ATX,platinum,760,Full,
LEPA MaxBron,,ATX,bronze,1000,Semi,
LEPA MaxBron,,ATX,bronze,800,Semi,
LEPA MX-F1,,ATX,,400,false,
Cooler Master RS,,ATX,bronze,650,false,
Antec High Current Pro,,ATX,gold,750,Semi,
SeaSonic SS-500ET Bronze,,ATX,bronze,500,false,
OCZ ZS,,ATX,bronze,750,false,
Xilence XP530R8,,ATX,bronze,530,false,Black / Red
Inter-Tech Coba Nitrox Nobility,,ATX,silver,800,Semi,Black / Orange
be quiet! Straight Power 10,,ATX,gold,700,false,
be quiet! Straight Power 10,,ATX,gold,600,false,
be quiet! Straight Power 10,,ATX,gold,400,false,
Cougar COUGAR-A560,,ATX,bronze,560,false,
Apevia AR,,ATX,,500,false,Black
Raidmax Cobra,,ATX,bronze,400,false,
Raidmax Cobra,,ATX,bronze,500,false,
Super Flower Golden Green HX,,ATX,gold,450,false,
Super Flower Golden Green HX,,ATX,gold,550,false,
Super Flower Golden Green HX,,ATX,gold,750,false,
Super Flower Leadex Gold,,ATX,gold,650,Full,
Thermaltake Toughpower,,ATX,gold,850,Semi,
Thermalright TG,,ATX,gold,1200,Full,Black
Antec VP,,ATX,,500,false,
Thermaltake TR2,,ATX,,430,false,
Silverstone ET500-ARGB,98.71,ATX,bronze,500,false,Black
Enermax Platimax,,ATX,platinum,1500,Full,
Deepcool DQ650ST,,ATX,gold,650,false,
FSP Group Raider S 750,,ATX,silver,750,false,
Thermaltake Litepower,,ATX,,600,false,
LC-Power LC6450 V2.3,,ATX,bronze,450,false,Black
Raidmax Cobra,,ATX,bronze,600,false,
Rosewill CAPSTONE-1000-M,,ATX,gold,1000,Semi,
Fractal Design Edison M,,ATX,gold,450,Semi,
Fractal Design Edison M,,ATX,gold,550,Semi,
Montech CENTURY MINI,,SFX,gold,650,Full,Black
Rosewill Capstone,,ATX,gold,1000,Semi,Black
OCZ ZT,,ATX,bronze,650,Full,
Thermaltake Toughpower XT,,ATX,gold,1375,Semi,
Corsair CS550M,,ATX,gold,550,Semi,
Corsair Vengeance 500,,ATX,bronze,500,false,
VIVO 24K,,ATX,gold,650,Full,
Rosewill RD-Z,,ATX,plus,500,false,Black
SeaSonic PRIME Ultra Gold 550,,ATX,gold,550,Full,Black
XFX ProSeries,,ATX,platinum,1000,Full,
XFX ProSeries,,ATX,gold,1250,Full,
Cooler Master Silent Pro Hybrid,,ATX,gold,1300,Full,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,1200,Full,White
Enermax RevoBron TGA,,ATX,bronze,500,Semi,Black
Antec NeoECO,,ATX,plus,400,false,
Enermax EMG700AWT,,ATX,gold,700,Full,
EVGA Classified SR-2,,ATX,silver,1200,Full,
Rosewill RX750-S-B,,ATX,plus,750,false,
Silverstone Strider,,ATX,bronze,600,false,
Thermaltake TR2,,ATX,bronze,500,false,
Rosewill CFZ,,ATX,bronze,750,Semi,Black
Rosewill Quark 650,,ATX,platinum,650,Full,
Antec Earthwatts Green,,ATX,bronze,450,false,
Silverstone Strider,,ATX,gold,750,Full,
SeaSonic Core GC,,ATX,gold,550,false,Black / Yellow
Cooler Master Extreme 2,,ATX,,475,false,
Antec NeoECO Platinum,,ATX,platinum,850,Full,Black
Antec NeoECO Platinum,,ATX,platinum,750,Full,Black
LEPA B650-SA,,ATX,bronze,650,false,
Super Flower Leadex III ARGB,,ATX,gold,550,Full,Black
Rosewill TOKAMAK 1200,,ATX,titanium,1200,Full,
Enermax TRIATHLOR ECO,,ATX,bronze,1000,Semi,
Apex AG-M,,ATX,gold,650,Full,Black
Enermax REVOLUTION X't II,,ATX,gold,550,Semi,
Rosewill Capstone,,ATX,gold,550,Semi,
FSP Group HEXA 85+ PRO,,ATX,bronze,750,false,Black
Athena Power AP-TFX30,,TFX,,300,false,
Athena Power AP-MFATX25,,Mini ITX,plus,250,false,
Antec EarthWatts Platinum,,ATX,platinum,650,false,
EVGA 550 GD,,ATX,gold,550,false,Black
NZXT HALE 90,,ATX,gold,850,Full,
SeaSonic PRIME Platinum,,ATX,platinum,650,Full,
SeaSonic PRIME Gold,,ATX,gold,750,Full,
Segotep GF,,SFX,gold,750,Full,White
Zalman 850-HP Plus,,ATX,silver,850,Semi,
Sparkle R-FSP400-60ETN,,ATX,platinum,400,false,
FSP Group Hydro X,,ATX,gold,450,false,
Silverstone Essential,,ATX,gold,650,Semi,Black / Blue
Fractal Design Tesla R2,,ATX,gold,800,false,
Noua Hyper ZR65,,ATX,bronze,650,false,Black
Thermaltake Toughpower,,ATX,gold,550,false,
Thermaltake Toughpower,,ATX,gold,650,false,
Raidmax RX-535AP,,ATX,bronze,535,Semi,
Rosewill SilentNight-500,,ATX,platinum,500,Semi,
FSP Group AU-500FL,,ATX,gold,500,Semi,
EVGA W3,,ATX,plus,600,false,Black
Cougar GX-F,,ATX,gold,750,Full,Black / Orange
Rosewill G550,,ATX,gold,550,Semi,
Rosewill Capstone G1200,,ATX,gold,1200,Semi,
Enermax REVOLUTION SFX,,SFX,gold,550,Full,
SeaSonic Platinum,,ATX,platinum,520,Full,
Cougar CMX550V3,,ATX,bronze,550,Semi,
FSP Group VITAL 400,,ATX,plus,400,false,
FSP Group Hydro PTM X PRO,,ATX,platinum,850,Full,Black
In Win Commander II,,ATX,bronze,1200,Full,
Rosewill Lightning,,ATX,gold,1300,Semi,
Super Flower Leadex III ARGB Pro,,ATX,gold,850,Full,Black
Silverstone Strider,,ATX,gold,1500,Full,
Nfortec Sagitta RGB,,ATX,gold,1050,Full,Black
Thermaltake TR2,,ATX,bronze,450,false,
Xilence XP730R8,,ATX,bronze,730,false,Black / Red
Fractal Design Tesla R2,,ATX,gold,500,false,
Fractal Design Integra R2,,ATX,bronze,650,false,
Cougar CMX1200V3,,ATX,bronze,1200,Semi,
Cougar COUGAR-700CMX,,ATX,bronze,700,false,
Thortech Thunderbolt PLUS,,ATX,gold,800,Full,
Cooler Master eXtreme Power Plus,,ATX,,500,false,
XFX ProSeries,,ATX,bronze,450,false,
SeaSonic ECO,,ATX,bronze,430,false,
Super Flower Golden Silent,,ATX,platinum,500,Semi,
SeaSonic Platinum,,ATX,platinum,1050,Full,
Enermax MaxTytan,,ATX,titanium,800,Full,
Thermaltake Toughpower DPS G,,ATX,gold,450,Full,
Solid Gear SDGR-750E,,ATX,,750,false,
Antec True Power,252.83,ATX,bronze,850,Full,
FSP Group FSP300-60GHS-R,,SFX,plus,300,false,
Thermalright TP,,ATX,platinum,850,Full,Black
Antec VP,,ATX,,700,false,
Thermaltake Toughpower,,ATX,silver,1500,Semi,
Enermax EPM850EWT,,ATX,platinum,850,Semi,
Fractal Design Edison M,,ATX,gold,750,Semi,
Deepcool GamerStorm DQ-M,,ATX,gold,750,Full,Black / Silver
Inter-Tech 88882144,,TFX,,300,false,Silver
Ultra ULT-LS500,,ATX,,500,false,Silver
HEC HEC200SAFX,,Mini ITX,,200,false,
Thortech Thunderbolt PLUS,,ATX,gold,1200,Full,
Rosewill RD-Z,,ATX,plus,450,false,Black
Zalman ZM460B-APS,,ATX,,460,false,
Rosewill Capstone,,ATX,gold,550,false,
Enermax TRIATHLOR,,ATX,bronze,650,Semi,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,850,Full,White
Silverstone Strider,,ATX,silver,750,Full,
Antec Signature,,ATX,bronze,850,Full,
Apevia ATX-WA750W,,ATX,,750,false,
HEC X-Power Pro 600,,ATX,,600,false,
Cooler Master Elite,,ATX,,400,false,
Cooler Master eXtreme Power,,ATX,,550,false,
Enermax ERV920EWT,,ATX,silver,920,Full,
OCZ Z Series Gold,,ATX,gold,1000,Semi,
OCZ Z Series Gold,,ATX,gold,850,Semi,
Rosewill RV350-2,,ATX,,350,false,
Silverstone Strider,,ATX,bronze,750,false,
Thermaltake Toughpower,,ATX,silver,1350,Semi,
Zalman ZM500-HP,,ATX,,500,Semi,
be quiet! System Power U9,,ATX,bronze,400,false,Black
Enermax NAXN ADV.,,ATX,bronze,650,Semi,
Cooler Master New GX,,ATX,plus,550,false,
Antec Earthwatts,,ATX,platinum,450,false,
CoolMax ZU-600B,,ATX,bronze,600,Semi,
GameMax GM,,ATX,gold,1350,false,Black
SeaSonic X,,ATX,platinum,460,Full,
be quiet! STRAIGHT POWER E9 | 400W,,ATX,gold,400,false,
be quiet! STRAIGHT POWER E9 | 450W,,ATX,gold,450,false,
Enermax REVOLUTION ATX 3.0,,ATX,gold,1200,Full,Black / White
be quiet! Dark Power Pro 10,,ATX,gold,1200,Semi,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,750,Full,
CoolMax ZU-900B,,ATX,bronze,900,Semi,
FSP Group Twins,,ATX,gold,500,false,
Enermax MarbleBron,82.94,ATX,bronze,650,Semi,Black
Raidmax Scorpio,,ATX,bronze,535,Semi,Black / Blue
Raidmax Scorpio,,ATX,bronze,635,Semi,
Super Flower Leadex III Super Pro,,ATX,bronze,750,Full,Black
Super Flower LEADEX VII XG,,ATX,gold,750,Full,Black
Sparkle FSP300-60THA,,ATX,,300,false,
Antec EA-750 Platinum,,ATX,platinum,750,false,
Silverstone Strider,,ATX,bronze,600,false,
Raidmax RX-735AP,,ATX,bronze,735,Semi,
Cougar GX-S,,ATX,gold,450,false,
Rosewill Fortress,,ATX,platinum,750,false,
Cooler Master MPW-5502-ACABW 230V,,ATX,plus,550,false,
Zalman zm-400-LE,,ATX,,400,false,
RIOTORO ENIGMA G2,,ATX,gold,750,Full,Black / Yellow
Rosewill CFZ,,ATX,bronze,600,Semi,Black
Cooler Master V Semi-Modular,,ATX,gold,550,Semi,
PC Power & Cooling Silencer,,ATX,silver,760,false,
FSP Group Hydro X,,ATX,gold,650,false,
LEPA P1375-MA,,ATX,platinum,1375,Full,
NZXT HALE82N 750W,,ATX,bronze,750,false,
FSP Group ATX300-PA,,ATX,,300,false,
Enermax ENP500AWT,,ATX,plus,500,false,
Noua Volture GX-MV,,ATX,gold,850,Full,Black
SHARKOON WPM Bronze,,ATX,bronze,400,Semi,
Enermax MaxTytan,,ATX,titanium,1250,Full,Black / Silver
Enermax Platimax D.F.,,ATX,platinum,850,Full,
Cougar GX V3,,ATX,gold,800,Semi,Black / Gold
Thermaltake Toughpower,,ATX,gold,750,false,
Rosewill Stallion,,ATX,,700,false,
Corsair G600,,ATX,plus,600,false,
Silverstone DA1000R,,ATX,gold,1000,Full,White
Sparkle ATX-300PN-B204,,ATX,,300,false,
Cougar GX-F,,ATX,gold,650,Full,Black / Orange
Rosewill Capstone G750,,ATX,gold,750,Semi,
G.Skill PS1250P,,ATX,platinum,1250,Full,Black
FSP Group AURUM 92+,,ATX,platinum,450,Semi,
OCZ Fatal1ty,,ATX,bronze,750,Full,
FSP Group Hydro PTM,,ATX,platinum,750,Full,Black
Kuroutoshikou KRPW-L5-500W/80+,,ATX,plus,500,false,
SeaSonic M12II,,ATX,bronze,850,Full,
FSP Group PT1200FM,,ATX,platinum,1200,Full,
Logisys PS575XBK,,ATX,,575,false,
Super Flower Leadex Silver,,ATX,silver,550,Full,
Topower TOP-500WB,,ATX,bronze,500,false,
Nfortec Sagitta RGB,,ATX,gold,650,Full,Black
Fractal Design Integra R2,,ATX,bronze,500,false,
Xilence XP830R8,,ATX,bronze,830,false,Black / Red
Mistel MX550 FANLESS,,ATX,gold,550,Full,Black
Fractal Design Integra R2,,ATX,bronze,750,false,
PC Power & Cooling Fatal1ty Gaming,,ATX,gold,750,Full,Black / Red
Enermax REVOLUTION DUO,,ATX,gold,700,false,Black
Sentey ERP-600-SS,,ATX,,600,false,
Sentey ERP-500-SM,,ATX,,500,Full,
Cougar COUGAR-GX700,,ATX,gold,700,Full,
StarTech ATX2PW550WH,,ATX,plus,550,false,
Cooler Master MasterWatt,,ATX,bronze,450,Semi,Black
SeaSonic PRIME Gold,,ATX,gold,850,Full,
SeaSonic Platinum,,ATX,platinum,520,Full,
Ultra X4 Special Edition,,ATX,bronze,1000,Full,
Silverstone NJ600,,ATX,titanium,600,Full,Silver
Rosewill HIVE,,ATX,bronze,550,Semi,
Super Flower Golden Silent,,ATX,gold,430,Semi,
Super Flower Leadex Gold,,ATX,gold,1000,Full,
LC-Power LC6460GP3 V2.3 230V,,ATX,silver,460,false,Black
Kingwin ABT-650MM,,ATX,,650,false,
Mushkin MKNPSJL1000,,ATX,gold,1000,false,
Thermaltake Toughpower,,ATX,gold,1200,Semi,
LEPA G800-MB,,ATX,gold,800,Semi,
Kingwin ABT-1050MM,,ATX,,1050,false,
SeaSonic Platinum,134.69,ATX,bronze,600,false,
Enermax CYBERBRON,,ATX,bronze,700,false,Black
Rosewill Green,80,ATX,plus,430,false,
Rosewill VALENS-700,,ATX,gold,700,false,
Cooler Master Silent Pro Gold,,ATX,gold,550,false,
Enermax EPM1200EWT,,ATX,platinum,1200,Full,
SeaSonic S12G,,ATX,gold,750,false,
Antec High Current Pro,,ATX,platinum,750,Full,
be quiet! POWER 2,,SFX,bronze,400,false,
Silverstone Strider,,ATX,bronze,400,false,
Thermaltake Toughpower Grand,,ATX,platinum,1200,Full,
SeaSonic SS-850HT Silver,169,ATX,silver,850,false,
Zalman ZM600-HP,,ATX,,600,Full,
Cooler Master Silent Pro Hybrid,,ATX,gold,850,Full,
SeaSonic SS-300ET Bronze,,ATX,bronze,300,false,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,1000,Full,White
E-Power EP-500LS-1,,ATX,,500,false,
Antec Basiq,,ATX,,500,false,
Antec Earthwatts,,ATX,plus,750,false,
Apevia ATX-AS680W-BL,,ATX,,680,false,
Apex AL-A400ATX,94.41,ATX,,400,false,
HEC HEC200SA2FX,,Mini ITX,,200,false,
HEC Zephyr MX-750,,ATX,bronze,750,false,
Cooler Master eXtreme Power Plus,,ATX,,460,false,
CoolMax CA-300,,ATX,,300,false,
VisionTek 900349,,ATX,bronze,800,false,
Enermax EPG600AWT,,ATX,gold,600,false,
OCZ Fatal1ty,,ATX,plus,550,Semi,
OCZ EliteXStream,,ATX,plus,800,false,
SeaSonic SSP-350ST,,ATX,bronze,350,false,
Raidmax RX-380K,,ATX,,380,false,
Raidmax RX-450K,,ATX,,450,false,
Raidmax RX-600AF,,ATX,bronze,600,false,
Silverstone Strider,,ATX,gold,1200,Full,
Rosewill RX850-S-B,,ATX,plus,850,false,
Rosewill SL-300TFX,,TFX,,300,false,
Silverstone DA700,,ATX,,700,Full,
Silverstone OP1000-E,,ATX,,1000,false,
Silverstone Strider,,ATX,silver,1000,Full,
XClio STABLEPOWER GOLD 750W,,ATX,gold,750,Full,
Silverstone Nightjar,,ATX,bronze,400,false,
Silverstone Strider,,ATX,silver,850,Full,
Thermaltake TR2,,ATX,plus,1200,Semi,
Thermaltake TR2,,ATX,,650,Full,
Thermaltake Toughpower,,ATX,plus,1200,Full,
XFX Black Edition,,ATX,silver,750,Full,
Thermaltake TR2,,ATX,gold,500,false,
Enermax REVOLUTION X't,,ATX,gold,730,Semi,
SeaSonic X,,ATX,gold,560,Full,
SeaSonic SS-300SFD,,SFX,plus,300,false,
Deepcool PM600D,,ATX,gold,600,false,Black
Rosewill Quark 550,,ATX,platinum,550,Full,
Rosewill Quark 850,,ATX,platinum,850,Full,
Kingwin AP-550,,ATX,platinum,550,false,
FSP Group ATX400-PNT,,ATX,,400,false,
Thermaltake Toughpower,,ATX,plus,1000,false,
OCZ Fatal1ty,,ATX,gold,1000,Semi,
Corsair CX400,,ATX,plus,400,false,
Enermax REVOLUTION ATX 3.0,,ATX,gold,1000,Full,Black / White
Thermaltake Toughpower DPS G RGB,,ATX,titanium,1250,Full,
Antec High Current Pro,,ATX,platinum,1000,Full,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,850,Full,
Topower TOP-800WB,,ATX,bronze,800,false,
Antec VP PLUS,,ATX,plus,500,false,
EVGA SuperNOVA NEX1500 Classified,,ATX,gold,1500,Full,
In Win Classic,,ATX,platinum,750,Full,
XFX XT,,ATX,bronze,400,false,
BitFenix Whisper M,,ATX,gold,550,Full,
Ultra ULT-LSP550,,ATX,,550,false,
Silverstone Strider,,ATX,gold,1000,Full,
Cooler Master MasterWatt Maker,,ATX,titanium,1200,Full,
Enermax REVOLUTION X't II,,ATX,gold,750,Semi,
Silverstone Strider Platinum,,ATX,platinum,1000,Full,
GAMDIAS ASTRAPE M1,,ATX,plus,650,false,Black / Multicolor
Diablotek PHD750,,ATX,,750,false,
Cooler Master Silent Pro M2,,ATX,silver,1500,Semi,
Xigmatek NRP-MC802,,ATX,bronze,800,Full,
StarTech ATX2POWER350,,ATX,,350,false,
Silverstone Strider,,ATX,gold,500,false,
Thermaltake Madrid,,ATX,gold,850,Semi,Black
EVGA 450 GD,,ATX,gold,450,false,Black
NZXT HALE 90,,ATX,gold,750,Full,
Azza PSAZ-1000PT14,,ATX,platinum,1000,Semi,
FSP Group DAGGER PRO ATX3.0,,SFX,gold,750,Semi,Black
Silverstone Strider,,ATX,gold,650,Full,
SeaSonic SS-1250XM2,,ATX,gold,1250,Full,
XFX P1-850X-XXB9,,ATX,bronze,850,Semi,
Kingwin Lazer,,ATX,bronze,850,Semi,
Kingwin Lazer,,ATX,bronze,1000,Semi,
PC Power & Cooling Silencer Mk II,,ATX,silver,750,false,
OCZ StealthXStream,,ATX,,700,false,
Raidmax RX-700AT,,ATX,titanium,700,Semi,Black
NZXT HALE82N 650W,,ATX,bronze,650,false,
In Win IP-P300BN7-2,,ATX,plus,300,false,
OCZ ZX,,ATX,gold,1000,Full,
OCZ ZX,,ATX,gold,1250,Full,
Broadway Com Corp OKIA-BLACK-600,,ATX,,600,false,
Thermaltake Toughpower Grand,,ATX,gold,1050,false,
Enermax ENM750AWT,,ATX,bronze,750,Semi,
Thermaltake Toughpower Grand,,ATX,gold,750,Full,
Enermax EMD625AWT,,ATX,bronze,625,Full,
Thermaltake Toughpower XT,,ATX,bronze,650,Full,
RIOTORO ENIGMA 850,,ATX,gold,850,Semi,
RIOTORO ONYX 750,,ATX,bronze,750,Semi,
BitFenix BFG GOLD,,ATX,gold,650,Full,Black
FSP Group AURUM GOLD 600,,ATX,gold,600,false,
PC Power & Cooling Silencer Mk II,,ATX,bronze,650,false,
BFG BFGR650WGSPSU,,ATX,,650,false,
Cooler Master V850 Platinum,,ATX,platinum,850,Full,Black
Phanteks PH-P750GS,,ATX,gold,750,false,Black
Rosewill Capstone G850,,ATX,gold,850,Semi,
LEPA MaxGold,,ATX,gold,600,false,
Fractal Design Tesla R2,,ATX,gold,1000,false,
FSP Group Hydro PTM,,ATX,platinum,650,Full,Black
FSP Group Hydro PTM,,ATX,platinum,550,Full,Black
Cougar CMX850V3,,ATX,bronze,850,Semi,
Sparkle ATX-300PA,187.99,ATX,,300,false,
Cooler Master VSM,,ATX,gold,650,Semi,
LC-Power LC1000 V2.4,,ATX,platinum,1000,Full,Black
Cooler Master New GX,,ATX,bronze,450,false,
Rosewill ARC M550,,ATX,bronze,550,Semi,
Rosewill ARC M650,,ATX,bronze,650,Semi,
Xion EN-600F12,,ATX,,600,false,
Fractal Design Newton R3,,ATX,platinum,600,Semi,
BitFenix Fury,,ATX,gold,650,Semi,
Xilence XP630R8,,ATX,bronze,630,false,Black / Red
Athena Power AP-P4ATX80FEP8,,ATX,bronze,800,false,
Fractal Design Tesla R2,,ATX,gold,650,false,
Thermaltake Smart BX1 450,,ATX,bronze,450,false,Black
Cougar COUGAR-A760,,ATX,bronze,760,false,
Thortech Thunderbolt,,ATX,gold,850,Full,
Xion XON-700P12F,,ATX,,700,false,
Apevia AD,,ATX,,500,false,Black
Apevia Astro,,ATX,,450,false,Black
Rosewill RD600-M,,ATX,,600,Semi,
Kingwin STR-500,,ATX,platinum,500,Semi,
Super Flower Leadex V Gold Pro,,ATX,gold,1000,Full,Black
Super Flower Leadex Gold,,ATX,gold,850,Full,
Thermaltake Toughpower,,ATX,silver,1000,Semi,
Super Flower SF-1000F14MP Black,,ATX,platinum,1000,Full,
Rosewill Tachyon 1200,,ATX,platinum,1200,Full,Black
Antec VP-P,,ATX,,450,false,
Thermaltake German,,ATX,gold,650,Semi,
FSP Group FSP300-60SGV,,TFX,gold,300,false,
SeaSonic SS-600ES,102.19,ATX,bronze,600,false,Gray
RAIJINTEK CRATOS,,ATX,gold,1000,Full,Black
Rosewill VALENS-500,,ATX,gold,500,false,
Rosewill VALENS-600M,,ATX,gold,600,Semi,
Corsair CX-600 V3,,ATX,bronze,600,false,
SeaSonic PRIME AIRTOUCH,,ATX,gold,850,Full,Black / Red
be quiet! TFX Power 2,,TFX,bronze,300,false,
be quiet! TFX Power 2,,TFX,gold,300,false,
LEPA B550-SA,,ATX,bronze,550,false,
Enermax REVOLUTION87+,,ATX,gold,550,Semi,
Enermax REVOLUTION X't,,ATX,gold,530,Semi,
Cougar POWERX,,ATX,bronze,700,false,
Kuroutoshikou KRPW-BR550W/85+,,ATX,bronze,550,false,Black
FirePower ZX,,ATX,gold,850,Full,
SeaSonic SS-750HT Silver,,ATX,silver,750,false,
OCZ ZT,,ATX,bronze,550,Full,
Rosewill Glacier 1200M,,ATX,bronze,1200,Semi,
Super Flower Leadex Platinum,,ATX,platinum,750,Full,Black
XFX P1-650X-CAG9,,ATX,bronze,650,Full,
Rocketfish RF-900WPS,,ATX,,900,Full,
Thermaltake Toughpower XT,,ATX,platinum,1275,Semi,
Rosewill Capstone,,ATX,gold,650,false,
Thermaltake EVO_Blue,,ATX,gold,750,Semi,
Thermaltake EVO_Blue,,ATX,gold,650,Semi,
Thermaltake EVO_Blue,,ATX,gold,850,Semi,
FSP Group PT1000FM,,ATX,platinum,1000,Full,
FSP Group Dagger 500,,SFX,gold,500,Full,Black
Cooler Master Elite,,ATX,,400,false,
CoolMax ZP-750B,,ATX,bronze,750,Semi,
NZXT HALE90 V2 850W,,ATX,gold,850,Full,
Enermax RevoBron TGA,,ATX,bronze,700,Semi,Black
Cougar RX600,,ATX,plus,600,false,
Antec Earthwatts Green,,ATX,plus,430,false,
Antec True Power,,ATX,silver,1200,Full,
Apevia ATX-CB600W,,ATX,,600,false,
Apevia ATX-IB680W-GN,,ATX,,680,false,
Apevia ATX-TL450W,,ATX,,450,false,
Apex AL-A350ATX,,ATX,,350,false,
HEC HP585D RETAIL,,ATX,,585,false,
HEC ZEPHY580MX,,ATX,,580,false,
CoolMax CA-350,,ATX,,350,false,
